step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
17,CASH_IN,574149.87,C1191949887,9820655.5,1.04E+07,C613006708,1049103.49,474953.62,0
12,PAYMENT,31323.63,C637094851,259990.31,228666.68,M1982977342,0,0,0
11,CASH_OUT,194995.21,C1417545855,0,0,C1256732367,2662150.68,3328370.71,0
14,PAYMENT,15585.95,C995051973,0,0,M1275378464,0,0,0
33,CASH_IN,199613.36,C167890521,1598317.66,1797931.02,C989646802,218175.97,18562.61,0
11,PAYMENT,6717.1,C700491766,39785,33067.9,M12270983,0,0,0
35,PAYMENT,12743.46,C1698323369,53888.72,41145.26,M242567788,0,0,0
17,CASH_OUT,85154.54,C1724258790,20499,0,C1831625804,34266.04,119420.58,0
41,PAYMENT,23431.49,C670204313,279273.75,255842.26,M476983599,0,0,0
9,CASH_OUT,119310.75,C1137862075,0,0,C823786847,795346.49,956217.24,0
36,CASH_OUT,318608.93,C1966584611,3088,0,C790689900,134128.08,560354.25,0
38,CASH_OUT,169721.81,C1355884169,0,0,C1875310223,3476355.8,3646077.61,0
44,PAYMENT,17087.75,C1065967138,489326.71,472238.96,M689982967,0,0,0
8,CASH_IN,257970.43,C342114668,1.09E+07,1.11E+07,C74288440,601007.51,0,0
20,CASH_OUT,42848.88,C1450113365,0,0,C1380922009,1.32E+07,1.34E+07,0
40,CASH_IN,168289.47,C423381872,377368,545657.47,C1289103946,143594.32,0,0
43,PAYMENT,6989.33,C1433438737,20120,13130.67,M94712734,0,0,0
44,CASH_OUT,338811.12,C613191202,0,0,C90133972,1177985.46,1516796.59,0
44,CASH_OUT,98966.62,C1376857817,6355,0,C1584908286,317389.47,416356.09,0
43,PAYMENT,8711.28,C151194490,72018,63306.72,M336941123,0,0,0
36,CASH_OUT,302363.6,C1511558553,91633,0,C1684351728,800117.02,1102480.62,0
37,TRANSFER,1733270.94,C1084251466,101115.49,0,C115795382,2409222.51,4142493.44,0
11,CASH_IN,164163.87,C467196683,1.82E+07,1.84E+07,C2091209617,1375590.18,1211426.31,0
19,PAYMENT,6884.76,C193220663,0,0,M1331121300,0,0,0
36,CASH_OUT,89400.34,C561231299,2078,0,C755144713,0,89400.34,0
17,CASH_IN,360146.84,C1267296235,5989,366135.84,C328522903,0,0,0
12,CASH_IN,1444.34,C795181448,5782826.78,5784271.12,C603111387,272888.96,1018587.72,0
34,CASH_IN,387248.14,C103403785,20143.82,407391.96,C1084375280,1592553.53,1205305.39,0
37,CASH_IN,247902.61,C125122788,341206,589108.61,C1394837854,570133.86,322231.25,0
48,PAYMENT,3173.37,C1872565172,309282.88,306109.51,M1616338173,0,0,0
16,PAYMENT,11497.9,C656818242,0,0,M769366472,0,0,0
9,TRANSFER,660756.97,C55648770,0,0,C610650276,735806,1937581.53,0
15,PAYMENT,10197.64,C1094010807,360974.25,350776.61,M1619180572,0,0,0
16,CASH_OUT,534166.25,C1466373331,26428,0,C165717262,0,534166.25,0
41,PAYMENT,4340.78,C2021950024,33155.08,28814.3,M2026333515,0,0,0
12,CASH_OUT,173766.94,C1578849680,0,0,C1522245593,336071.76,663296.14,0
20,TRANSFER,181423.47,C1439294911,0,0,C160783964,180238.2,361661.67,0
39,CASH_IN,164255.43,C1465012173,1654,165909.43,C1586413785,258970.74,253267.93,0
41,CASH_OUT,87696.85,C447926129,0,0,C1061692070,430739.01,518435.86,0
16,PAYMENT,33431.87,C729658509,410695.29,377263.41,M1440458130,0,0,0
95,PAYMENT,9536.4,C198611240,150081,140544.6,M2034376037,0,0,0
42,CASH_IN,237338.44,C1623022965,43788,281126.44,C1809531117,0,0,0
44,CASH_IN,137717.14,C1121212722,2902433.82,3040150.97,C1226192868,353479.98,215762.83,0
15,PAYMENT,6631.9,C416233952,0,0,M537363764,0,0,0
19,PAYMENT,12507.89,C1028311397,0,0,M233947794,0,0,0
18,CASH_IN,284331.49,C1440780766,107707,392038.49,C57142062,593243.11,308911.62,0
38,PAYMENT,9622.34,C655038995,84468.98,74846.64,M1234213736,0,0,0
14,PAYMENT,1866.37,C570831941,53871.79,52005.42,M1410291543,0,0,0
34,TRANSFER,367713.64,C998446692,2770,0,C579690682,0,367713.64,0
42,PAYMENT,7785.41,C626248257,0,0,M500764308,0,0,0
35,PAYMENT,6853.42,C1213203079,6001,0,M1503015101,0,0,0
43,CASH_OUT,48306.24,C555108857,0,0,C1634190383,1566874.39,1615180.63,0
9,PAYMENT,4738.69,C1632291873,22066,17327.31,M1235693029,0,0,0
17,CASH_OUT,139376.92,C1197752460,22321,0,C1386380618,1529236.63,1668613.55,0
12,CASH_IN,50754.7,C119755202,144,50898.7,C2119684067,88554,0,0
39,PAYMENT,4447.34,C1522510033,11230,6782.66,M198399967,0,0,0
13,TRANSFER,655734.41,C178023937,40318,0,C2095862375,0,561873.88,0
7,PAYMENT,3746.76,C2137846569,10582,6835.24,M498737408,0,0,0
33,CASH_IN,35661.17,C1281540216,3184096.33,3219757.49,C186161827,40803.14,5141.97,0
20,PAYMENT,13624.89,C1548550842,843312.67,829687.78,M1920076350,0,0,0
8,TRANSFER,268661.88,C470608526,276278,7616.12,C1201057368,5067,32981.25,0
17,PAYMENT,13144.12,C2029366171,60116,46971.88,M636869458,0,0,0
13,PAYMENT,13243.73,C1846617848,0,0,M465740014,0,0,0
15,CASH_OUT,277973.9,C1824273190,65018,0,C1669516046,517294.07,795267.97,0
21,PAYMENT,2541.39,C416464914,25322,22780.61,M1018423073,0,0,0
34,CASH_OUT,24550.26,C556093933,27825,3274.74,C805185826,38864.82,63415.08,0
20,PAYMENT,3060.39,C1792406954,44345.69,41285.3,M1309100298,0,0,0
39,PAYMENT,28271.24,C1695788680,3983.95,0,M1547526866,0,0,0
19,CASH_OUT,176828.12,C2028563442,103224,0,C1931109030,1443086.94,1619915.06,0
12,CASH_OUT,69234.98,C1186820086,9526,0,C1383454473,5963037.61,6032272.58,0
11,CASH_OUT,86873.22,C978774408,0,0,C825149295,258001,363357.33,0
36,CASH_IN,305748.18,C724545377,1880486.61,2186234.79,C1569470828,709465.11,510895.44,0
8,CASH_OUT,61175.23,C1662603755,151819,90643.77,C339099861,393406.66,833657.8,0
13,PAYMENT,67.75,C1634415034,187514.63,187446.88,M1209800134,0,0,0
15,PAYMENT,30225.62,C1865909396,249794.83,219569.2,M423008037,0,0,0
34,TRANSFER,1445684.58,C429827502,83566,0,C1260170750,2522589.89,3968274.47,0
12,PAYMENT,2696.35,C2005016380,0,0,M120364060,0,0,0
13,CASH_IN,157776.09,C215675929,863650.59,1021426.67,C2045348822,172398.64,14622.55,0
21,CASH_OUT,111520.02,C1024634945,0,0,C903389727,224380.15,335900.17,0
41,PAYMENT,47451.55,C1270609331,0,0,M90522185,0,0,0
23,CASH_OUT,243609.26,C409233976,113328,0,C608437738,3279204.64,3522813.89,0
12,PAYMENT,266.09,C1266912140,0,0,M472899118,0,0,0
20,PAYMENT,10956.84,C1530691927,49457,38500.16,M993337160,0,0,0
12,CASH_IN,135918.07,C980554952,64842,200760.07,C783654411,2189019.58,3363277.3,0
16,CASH_IN,26598.11,C119451900,19874,46472.11,C1710631582,10299,63042.97,0
39,PAYMENT,34763.09,C1245402351,0,0,M1713148590,0,0,0
41,CASH_IN,48891.56,C1646190483,2.99E+07,2.99E+07,C2067466390,9227859.73,9178968.16,0
9,CASH_OUT,291109.81,C874119374,0,0,C1572469200,808700.38,1499418.28,0
12,PAYMENT,9513.28,C1495519278,815902,806388.72,M932329558,0,0,0
42,CASH_OUT,226737.16,C1895319308,0,0,C759802485,2561258.96,2787996.12,0
13,TRANSFER,32941.6,C613046865,0,0,C1033887610,80078.71,113020.32,0
18,CASH_OUT,180741.52,C1057897908,0,0,C471719646,1158988.92,1339730.44,0
12,PAYMENT,17540.09,C951879374,932569.86,915029.77,M801465103,0,0,0
19,PAYMENT,14220.85,C1900923334,213101.25,198880.39,M1040377073,0,0,0
20,PAYMENT,23136.76,C1212903031,0,0,M1386407896,0,0,0
40,CASH_OUT,406883.89,C1788660337,0,0,C1529690262,2358529.77,3044959.6,0
20,PAYMENT,9175.69,C338525308,143336,134160.31,M177064950,0,0,0
10,PAYMENT,31381.97,C994654444,93104,61722.03,M1937756344,0,0,0
17,PAYMENT,26390.06,C1219582040,93250,66859.94,M428106899,0,0,0
21,PAYMENT,1841.08,C736387757,27937.97,26096.89,M2061643122,0,0,0
21,PAYMENT,297.08,C1222602018,0,0,M1631754423,0,0,0
37,CASH_OUT,199067.53,C1993256801,111450,0,C1353179705,4016117.35,3945748.12,0
19,CASH_IN,281091.07,C786742092,11677,292768.07,C1555605566,203024.49,371153.29,0
14,TRANSFER,1229216.4,C1566909167,20410,0,C1740028154,402300.34,3685991.97,0
41,CASH_OUT,104345.96,C418777077,10131,0,C1654909489,179405.6,283751.56,0
21,CASH_IN,91299.68,C1693286341,11314,102613.68,C1357285087,0,0,0
15,CASH_IN,48578.11,C571173948,2.57E+07,2.57E+07,C46229814,1.10E+07,1.09E+07,0
14,PAYMENT,5896.59,C1496058594,0,0,M1277075718,0,0,0
16,CASH_IN,179009.28,C1918717073,1.07E+07,1.09E+07,C714652918,573152.16,394142.88,0
12,CASH_OUT,245475.15,C1632030600,0,0,C1649389360,2042657.38,2430600.96,0
41,PAYMENT,20601.29,C499077029,0,0,M576024216,0,0,0
36,CASH_IN,246079.82,C768315122,2681232.99,2927312.81,C597021994,2617128.23,2371048.41,0
47,PAYMENT,1557.01,C760806484,44077.83,42520.82,M20132691,0,0,0
33,CASH_IN,155195.66,C1431099702,491764.74,646960.41,C1942670928,1366722.23,1211526.56,0
19,PAYMENT,2108.86,C1615282717,242074.83,239965.97,M1105497098,0,0,0
10,TRANSFER,666640.88,C246445140,0,0,C1871196571,1050754.71,1655479.19,0
37,CASH_OUT,44711.42,C1020374679,290800,246088.58,C104945787,0,44711.42,0
20,CASH_OUT,219417.07,C1881065436,10532,0,C1761741722,6669068.41,6888485.48,0
45,CASH_IN,78248.9,C1957381501,2390752.23,2469001.13,C1505383214,737984.07,659735.17,0
43,PAYMENT,3477.62,C965482583,361347.66,357870.05,M774291726,0,0,0
37,CASH_OUT,247047.5,C827081332,0,0,C1538329996,294305.29,541352.79,0
18,CASH_OUT,37957.73,C2065567747,40498,2540.27,C1118019574,0,37957.73,0
43,PAYMENT,10794.7,C822703564,11251,456.3,M530366418,0,0,0
12,CASH_IN,131146.69,C741869460,47859,179005.69,C1909849710,36835,0,0
44,PAYMENT,2354.92,C364791552,0,0,M516295501,0,0,0
47,DEBIT,3207.61,C438966412,45295,42087.39,C2058609717,147840.43,151048.04,0
43,PAYMENT,3130.5,C1950680189,5529,2398.5,M373051676,0,0,0
10,CASH_OUT,176979.01,C250329489,11314,0,C835438390,100413,221622.17,0
18,PAYMENT,13118.62,C1524918508,0,0,M484254527,0,0,0
21,TRANSFER,467995.23,C1322958923,100980,0,C974324441,1158,265897.98,0
36,CASH_IN,245413.82,C1496647771,2724435.07,2969848.89,C730948300,346322.64,100908.82,0
22,PAYMENT,293.44,C702526186,52158,51864.56,M1824358277,0,0,0
19,CASH_OUT,316125.39,C1036200958,0,0,C2072377794,939503.92,1255629.31,0
9,CASH_IN,213438.23,C1301481089,5967399.79,6180838.01,C713039134,861123.61,1373656.47,0
15,TRANSFER,502469.82,C809689719,0,0,C2081595126,1700818.8,2203288.62,0
33,PAYMENT,6070.97,C38334199,9918,3847.03,M1158246809,0,0,0
12,CASH_IN,361653.28,C4203668,117409.74,479063.02,C1604937775,969748.96,608095.68,0
43,CASH_IN,184667.08,C570649122,504,185171.08,C1432116446,244111.89,59444.81,0
36,PAYMENT,19861.52,C1854914672,185,0,M1456128782,0,0,0
37,CASH_OUT,401326.03,C1744270081,175301,0,C1448525331,873675.72,1275001.75,0
34,CASH_IN,83662.32,C1707967646,70981,154643.32,C20671747,5144877.02,5139375.58,0
43,PAYMENT,20384.44,C1613855423,2049,0,M1052043132,0,0,0
20,PAYMENT,2676.8,C1322843847,13165,10488.2,M1568870095,0,0,0
44,PAYMENT,11972.51,C1692786921,113512,101539.49,M1252611261,0,0,0
34,CASH_IN,425432.33,C1958111732,110105,535537.33,C94071019,24164.68,0,0
19,CASH_OUT,238565.19,C1537592213,93935,0,C571113365,1.04E+07,1.06E+07,0
12,CASH_IN,388653.74,C230034802,120711,509364.74,C1675401022,0,0,0
48,PAYMENT,11181.67,C554263433,15376,4194.33,M415539477,0,0,0
19,CASH_OUT,357211.5,C1780178741,34302,0,C18198102,1436841,1923942.77,0
35,CASH_OUT,62301.11,C1610895113,11398,0,C598828771,453325.06,515626.17,0
11,TRANSFER,815361.89,C433910580,0,0,C1001367899,1372918.35,2451806.09,0
94,PAYMENT,19.43,C529911700,0,0,M784968995,0,0,0
43,PAYMENT,2267.13,C1756791136,28280,26012.87,M1226953143,0,0,0
22,PAYMENT,1794.36,C468055258,0,0,M1388972146,0,0,0
35,PAYMENT,12101.69,C593523341,11267,0,M401303407,0,0,0
9,PAYMENT,12956.58,C293319233,156519.72,143563.13,M1448034114,0,0,0
35,PAYMENT,2249.55,C33814619,0,0,M199402856,0,0,0
18,CASH_OUT,22380.5,C233132918,137,0,C301469178,334712.96,357093.46,0
38,CASH_OUT,198006.09,C796647970,6502,0,C577120441,0,198006.09,0
36,CASH_OUT,68067.71,C452124690,0,0,C1680789799,2257685.5,4419056.41,0
13,CASH_IN,273057.24,C668987112,46827,319884.24,C1110618954,2220421.34,1947364.1,0
38,PAYMENT,3162.8,C1856723459,247125.81,243963.01,M1633879797,0,0,0
38,CASH_IN,118640.23,C95526991,2.41E+07,2.42E+07,C430108200,5485552.13,5366911.89,0
15,CASH_IN,193937.02,C2121869359,1093778.37,1287715.39,C1719876401,330798.01,136860.99,0
16,TRANSFER,451159.57,C162543074,38953,0,C1400555003,649709.24,944119.22,0
40,TRANSFER,1289666.67,C102229674,31423,0,C277029033,253306,1542972.67,0
43,PAYMENT,12050.53,C1074841517,0,0,M1499594607,0,0,0
12,CASH_IN,118519.17,C1409508447,1.26E+07,1.27E+07,C259764192,315506,451939.9,0
16,PAYMENT,2896.75,C924583641,0,0,M1693183701,0,0,0
40,PAYMENT,2400.65,C2114402281,268302.84,265902.19,M2083105908,0,0,0
11,CASH_OUT,174522.59,C52760118,16615,0,C1152780087,0,174522.59,0
10,PAYMENT,3496.39,C2072744727,1410,0,M817014161,0,0,0
17,PAYMENT,3522.11,C2090419762,49544.75,46022.65,M1589828880,0,0,0
21,CASH_IN,116666.41,C1590554459,7123428.21,7240094.62,C2064467792,398741.48,282075.06,0
48,CASH_OUT,38020.49,C263505576,0,0,C1476407446,193701.57,231722.05,0
43,PAYMENT,778.53,C403992917,0,0,M307996651,0,0,0
13,CASH_IN,224607.04,C1331512801,93569,318176.04,C968554686,0,0,0
18,CASH_OUT,129641,C1740089006,0,0,C189100356,2364404.11,2494045.12,0
36,PAYMENT,28861.36,C1136634118,298927.42,270066.05,M671117657,0,0,0
33,CASH_IN,93973.71,C2104540880,2593857.5,2687831.21,C405881980,8839478.78,8745505.07,0
94,CASH_OUT,331516.79,C752525451,0,0,C1613809895,1070956.63,1402473.42,0
12,CASH_OUT,582708.47,C701309052,10972,0,C1860224734,454720.95,1503976.42,0
18,CASH_OUT,342591.94,C271963517,0,0,C1800981253,417234.56,759826.5,0
14,CASH_IN,178966.88,C812613704,4762265.77,4941232.65,C725511201,1253622.96,1301284.84,0
42,CASH_OUT,215727.66,C448329913,83994,0,C506087834,60181.08,318886.3,0
41,PAYMENT,3213.17,C660944064,0,0,M888836733,0,0,0
37,CASH_IN,273612.02,C348653961,1.05E+07,1.08E+07,C648178665,575631.41,302019.4,0
9,CASH_OUT,425752.19,C223611629,0,0,C553602983,725361.61,1136139.57,0
20,PAYMENT,2371.29,C264322695,423926.68,421555.39,M545268840,0,0,0
21,CASH_IN,49379.42,C527064622,5027046.15,5076425.56,C1768635721,2401279.57,2351900.15,0
20,PAYMENT,8693.86,C461994520,19923,11229.14,M1406073297,0,0,0
93,CASH_OUT,23919.64,C1522216057,0,0,C2004490896,33558.9,57478.54,0
42,PAYMENT,17156.49,C27344720,9438.54,0,M182378777,0,0,0
18,CASH_IN,557288.59,C1772100688,10403,567691.59,C76876448,212035.29,0,0
41,CASH_OUT,9901.99,C2060786064,97438,87536.01,C1547247627,0,9901.99,0
33,PAYMENT,783.2,C1015176414,40593,39809.8,M1178847928,0,0,0
11,TRANSFER,644778.29,C1333967382,0,0,C1137877526,1222828.3,1791732.98,0
18,TRANSFER,739658.65,C863807966,0,0,C1026691661,1053452.19,1684942.09,0
18,CASH_IN,39911.89,C965886138,617167.5,657079.39,C2134918824,364220.41,324308.52,0
18,CASH_OUT,289128.38,C1513076818,0,0,C2024238220,457511.99,788011.28,0
18,PAYMENT,5350.85,C209095162,0,0,M459352228,0,0,0
41,PAYMENT,13866.92,C1253576405,22503,8636.08,M363709021,0,0,0
17,CASH_IN,181436.69,C1446346655,2.41E+07,2.42E+07,C1753889164,811788.36,630351.66,0
33,PAYMENT,21904.49,C1280252696,0,0,M642943256,0,0,0
42,CASH_OUT,87810.2,C1417431360,10634,0,C287673318,1735150.93,1822961.13,0
19,CASH_OUT,154430.48,C1238739938,32282,0,C1023881175,1169402.29,1638807.07,0
46,CASH_IN,105539.12,C756186568,548,106087.12,C1542574218,178076.94,72537.82,0
38,CASH_IN,315421.6,C490650887,3267902.63,3583324.23,C748316737,572192.22,256770.61,0
34,CASH_IN,248826.51,C1853778366,6988451.62,7237278.12,C44722149,1619826.48,1370999.97,0
9,CASH_IN,91116.16,C497067447,1.05E+07,1.06E+07,C1949883868,157435.51,66319.36,0
17,CASH_OUT,63964.31,C663008964,0,0,C174326515,3031428.47,3095392.78,0
19,CASH_OUT,717007.28,C2048143002,0,0,C1209271652,1.02E+07,1.09E+07,0
18,CASH_OUT,180568.84,C1538985434,0,0,C347496035,3789189.91,3880359.27,0
19,CASH_OUT,2117.02,C1332816055,91566.3,89449.27,C1698874719,29777.55,31894.57,0
43,PAYMENT,22953.84,C971863029,30691,7737.16,M519253085,0,0,0
13,CASH_OUT,261035.11,C1662257318,6030,0,C486532439,0,261035.11,0
38,CASH_IN,68723.83,C724021992,6492765.63,6561489.45,C964931693,1140812.53,1072088.71,0
45,CASH_IN,145316.09,C1735487854,10961,156277.09,C1561874362,428405.72,283089.63,0
41,PAYMENT,10907.48,C215198215,0,0,M2044427745,0,0,0
11,CASH_OUT,186066.01,C729589423,201215.6,15149.59,C961113212,842369.23,393585.2,0
13,PAYMENT,26871.21,C1000367870,58703,31831.79,M1558121663,0,0,0
34,PAYMENT,5098.28,C886358050,0,0,M515261798,0,0,0
13,PAYMENT,26806.96,C2122821230,21933,0,M1651142400,0,0,0
13,PAYMENT,8157.47,C570431870,0,0,M1812012059,0,0,0
22,PAYMENT,5385.1,C1086381874,148501,143115.9,M289535204,0,0,0
47,CASH_OUT,34858.83,C534924843,51743,16884.17,C1039411368,1618309.06,2475068,0
15,CASH_OUT,91354.42,C1009973912,1368200.43,1276846.01,C1556755087,1081884.67,1710631.92,0
17,CASH_OUT,26232.1,C269337588,0,0,C1205920586,51094.88,77326.98,0
11,PAYMENT,4888.32,C2056778719,0,0,M1874228767,0,0,0
10,PAYMENT,5404.53,C2111661148,0,0,M1745550778,0,0,0
44,PAYMENT,2720.59,C1693354507,215403.74,212683.15,M77309979,0,0,0
14,CASH_IN,112890.18,C1595953004,1541084.5,1653974.68,C1452646606,4066674.74,4621733.04,0
15,PAYMENT,9516.23,C1724553584,9059.63,0,M2096435511,0,0,0
43,CASH_IN,12740.44,C102066956,10907,23647.44,C17603528,0,0,0
19,CASH_OUT,15792.03,C1936063989,1895,0,C134426098,4275078.84,5982919.03,0
43,CASH_IN,133432.93,C978295880,9732260.49,9865693.42,C571148053,764668.4,631235.47,0
42,CASH_OUT,398471.61,C1790824559,10592,0,C689280403,693378.65,1091850.26,0
13,CASH_OUT,248789.89,C879364099,0,0,C254871157,1788809.81,2037599.7,0
21,TRANSFER,847013.83,C1589963223,0,0,C2061361426,874247.16,1721260.99,0
18,CASH_OUT,201883.15,C59191254,82849,0,C1748520880,287,0,0
37,CASH_OUT,316984.72,C616343476,2067,0,C565550254,32385.65,349370.37,0
37,CASH_IN,456917.26,C1226920568,374482.33,831399.59,C1144309564,1.47E+07,1.43E+07,0
37,PAYMENT,13957.11,C298874534,79919.77,65962.66,M557210578,0,0,0
9,CASH_IN,201704.61,C1549185553,1807854.33,2009558.95,C1471633238,903020.66,1047345.78,0
39,CASH_IN,566858.56,C1211605178,11903,578761.56,C1535481925,8709955.32,8143096.76,0
45,PAYMENT,8490.61,C249906410,0,0,M753814792,0,0,0
15,PAYMENT,3033.54,C106855269,146987.55,143954.02,M686014791,0,0,0
10,PAYMENT,26503.02,C2079604455,602034,575530.98,M1033221698,0,0,0
10,PAYMENT,19542.52,C345302287,55305.04,35762.52,M1414041873,0,0,0
39,PAYMENT,17235.42,C1062218885,0,0,M869260434,0,0,0
16,CASH_IN,463939.16,C883349028,5985769.58,6449708.74,C730469230,800936.26,348656.8,0
95,CASH_OUT,177472.45,C947215217,20425,0,C916869225,4615998.6,4793471.05,0
35,PAYMENT,20039.59,C41495223,166758.7,146719.1,M407807254,0,0,0
10,CASH_IN,187058.28,C1402360360,15998,203056.28,C1360092022,0,0,0
22,TRANSFER,637176.25,C1599869396,0,0,C854428091,850241.89,1487418.14,0
19,CASH_OUT,169570.32,C1034235596,11610,0,C1845568528,0,169570.32,0
16,PAYMENT,2328.03,C845674759,349651.51,347323.49,M597247123,0,0,0
94,CASH_OUT,20234.48,C1211845123,60351,40116.52,C759802485,2986519.97,3006754.46,0
16,CASH_OUT,298977.29,C1233057124,107239,0,C711660210,3477469.16,5414492.9,0
20,PAYMENT,393.87,C26321026,158893.42,158499.56,M978905595,0,0,0
10,CASH_OUT,221161.69,C1894025021,91190,0,C91706887,1115519.74,1336681.43,0
45,CASH_IN,373857.24,C343763471,3798623.14,4172480.39,C253973854,1591487.85,1217630.61,0
25,CASH_IN,141926.27,C687352358,4037227.82,4179154.09,C155444752,452280.18,310353.91,0
41,TRANSFER,1354773.45,C298141282,20766,0,C784405981,0,1354773.45,0
14,PAYMENT,28159.24,C439883661,20592,0,M1656930528,0,0,0
20,CASH_OUT,80261.25,C1514972774,0,0,C769955302,3346441.83,3426703.09,0
34,CASH_IN,394134.5,C295225094,166,394300.5,C1618320627,2206232.75,1812098.25,0
33,PAYMENT,4130.06,C1122251106,44268.08,40138.02,M1860152061,0,0,0
9,CASH_OUT,352.53,C1671290152,0,0,C1228525626,102521,74845.58,0
34,CASH_OUT,446853.09,C1052493755,343,0,C1869197498,861814.59,1308667.68,0
33,CASH_IN,357111.93,C654843322,6533430.12,6890542.04,C361663108,5766667.15,5409555.22,0
8,PAYMENT,9207.48,C1833716337,5068,0,M2063359061,0,0,0
19,CASH_OUT,213771.29,C1613782184,71669,0,C510785894,127718.48,341489.77,0
15,CASH_IN,97086.55,C1326439542,7657949.6,7755036.15,C787040724,5140663.92,4954778.23,0
39,PAYMENT,6923.01,C1382728795,0,0,M494803920,0,0,0
21,CASH_OUT,104458.35,C1370094911,109319,4860.65,C358205201,70401.15,174859.5,0
36,PAYMENT,4253.7,C1008903224,0,0,M2063349960,0,0,0
21,CASH_OUT,426955.17,C1096677285,0,0,C1206488427,3922228.12,4349183.3,0
20,CASH_IN,114332.49,C1436931267,107,114439.49,C2111432492,193370.2,79037.71,0
8,CASH_OUT,160858.21,C681936517,103507,0,C920011586,0,40521.47,0
21,PAYMENT,3352.87,C2038452082,0,0,M1411613296,0,0,0
6,CASH_OUT,102210.04,C2139051082,0,0,C991363637,7526564.89,8730306.03,0
40,CASH_OUT,229959.62,C2028681152,153,0,C761442503,715890.41,945850.03,0
22,PAYMENT,12094.48,C1366333940,521931.79,509837.3,M104987430,0,0,0
42,CASH_OUT,81500.53,C1904635690,0,0,C599243730,349126.13,228014.54,0
9,CASH_OUT,10853.56,C2131936196,55142,44288.44,C871472626,0,462877.74,0
8,CASH_IN,1203.75,C1714317466,3989132.45,3990336.2,C33712880,21940,0,0
36,CASH_OUT,122835.25,C2002842055,0,0,C2020875465,1824113.33,1946948.57,0
12,PAYMENT,3667.1,C31322475,0,0,M90269647,0,0,0
16,CASH_OUT,118005.87,C895386072,28356.4,0,C1121784938,544931.91,4799563.42,0
94,PAYMENT,6042.41,C1240002131,505.77,0,M1696925445,0,0,0
10,TRANSFER,2947109.51,C597858270,0,0,C476182975,7177350.4,1.03E+07,0
18,CASH_IN,449719.73,C1544716811,700,450419.73,C575555170,5067461.87,4617742.15,0
42,CASH_OUT,195936.3,C1520442061,0,0,C639137192,517898.12,713834.42,0
39,TRANSFER,719022.43,C896118487,1583,0,C765614126,1927068.39,2713974.32,0
19,CASH_OUT,247582.02,C1877656685,239413.91,0,C843594821,565482.22,813064.24,0
19,CASH_IN,5934.96,C1233420792,2.73E+07,2.73E+07,C707610042,42302.95,89248.47,0
14,CASH_OUT,138023.56,C720601207,18214,0,C1933641006,0,73222.47,0
33,CASH_IN,440458.77,C2067394017,2.44E+07,2.48E+07,C1138529772,1866363.64,1425904.87,0
40,CASH_OUT,360583.81,C288302532,39432,0,C458726430,0,360583.81,0
40,CASH_OUT,457176.55,C1004170548,40695,0,C316757003,0,457176.55,0
9,PAYMENT,9733.15,C852787814,7083.38,0,M1899181203,0,0,0
11,CASH_IN,83717,C677082818,2.25E+07,2.26E+07,C2029406675,1682910.52,1922790.21,0
38,CASH_IN,343245.32,C771345145,7504191.51,7847436.82,C849335532,1007620.46,664375.14,0
7,PAYMENT,3510.2,C419803784,12382,8871.8,M562379098,0,0,0
13,CASH_OUT,212253.75,C1458453458,0,0,C2063239007,292744.22,504997.97,0
11,CASH_OUT,167392.02,C1679327646,0,0,C1606145069,1649359.49,1816751.51,0
11,TRANSFER,1735759.14,C1544790231,188415,0,C824899696,227154.77,2567172.13,0
44,PAYMENT,1244.5,C1574649242,942848.2,941603.71,M126725766,0,0,0
38,CASH_IN,507134.37,C127252048,21342,528476.37,C226005881,580244.1,73109.72,0
38,CASH_IN,15049.53,C1375169011,3884041.79,3899091.32,C1448260983,287297.3,272247.77,0
18,CASH_IN,237176.68,C1032779394,906877,1144053.68,C1889012420,1856104.67,1618927.99,0
45,PAYMENT,53548.7,C2108108484,0,0,M1667957705,0,0,0
42,CASH_IN,93197.89,C887176585,2717965.62,2811163.51,C612423455,569001.34,475803.45,0
36,PAYMENT,12912.82,C757105100,0,0,M876538231,0,0,0
16,CASH_OUT,138006.83,C1115648740,0,0,C22805895,537206.8,850473.58,0
44,CASH_OUT,158458.72,C118507334,0,0,C2016819232,1080008.07,1238466.78,0
37,CASH_IN,52828.3,C572651469,9948,62776.3,C948803369,807929.63,755101.33,0
41,PAYMENT,979.46,C91075695,25269,24289.54,M1523850790,0,0,0
11,CASH_OUT,82711.42,C296703236,0,0,C1510452783,643372.31,726083.73,0
19,CASH_OUT,125272.71,C1460961498,30297,0,C291990412,530515.23,655787.94,0
11,PAYMENT,42076.88,C1915898915,19,0,M1935734015,0,0,0
17,CASH_IN,367288.08,C1220640997,5666517.28,6033805.37,C741924904,1702706,1335417.92,0
19,TRANSFER,744442.74,C46550109,0,0,C1120189482,902406.17,1646848.92,0
38,CASH_IN,37185.06,C1276004119,5074,42259.06,C906595641,0,0,0
17,CASH_IN,200490.95,C2046162191,2973601.02,3174091.98,C2058258120,288061.64,87570.68,0
8,CASH_IN,131070.93,C1342825874,57369.78,188440.71,C1050196275,2766059.91,2417555.8,0
36,CASH_OUT,2936.54,C1466486161,20371,17434.46,C555304309,172949.32,175885.86,0
21,PAYMENT,5593.65,C1095605975,134,0,M1940317309,0,0,0
